"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"RW","Marian Hossa",5400,"StL@Chi 08:00PM ET",2.167,"Chi"
"RW","Chris Stewart",5400,"Fla@Anh 10:30PM ET",1.364,"Anh"
"C","Jussi Jokinen",5300,"Fla@Anh 10:30PM ET",3.091,"Fla"
"D","Sami Vatanen",5300,"Fla@Anh 10:30PM ET",2.636,"Anh"
"LW","Jonathan Huberdeau",5300,"Fla@Anh 10:30PM ET",1.682,"Fla"
"C","Bryan Little",5200,"Wpg@Tor 07:00PM ET",3.542,"Wpg"
"D","Brent Seabrook",5000,"StL@Chi 08:00PM ET",3.792,"Chi"
"C","Nazem Kadri",5000,"Wpg@Tor 07:00PM ET",3.500,"Tor"
"LW","Artemi Panarin",5000,"StL@Chi 08:00PM ET",3.250,"Chi"
"LW","Chris Kunitz",4900,"Pit@Van 10:00PM ET",1.864,"Pit"
"D","Alex Pietrangelo",4900,"StL@Chi 08:00PM ET",2.500,"StL"
"LW","Pascal Dupuis",4800,"Pit@Van 10:00PM ET",1.900,"Pit"
"C","Ryan Kesler",4800,"Fla@Anh 10:30PM ET",1.682,"Anh"
"D","Kevin Shattenkirk",4800,"StL@Chi 08:00PM ET",2.125,"StL"
"RW","Nikolaj Ehlers",4800,"Wpg@Tor 07:00PM ET",3.875,"Wpg"
"C","David Backes",4700,"StL@Chi 08:00PM ET",2.083,"StL"
"D","Alexander Edler",4700,"Pit@Van 10:00PM ET",3.227,"Van"
"C","Mark Scheifele",4700,"Wpg@Tor 07:00PM ET",3.125,"Wpg"
"D","Aaron Ekblad",4700,"Fla@Anh 10:30PM ET",2.136,"Fla"
"C","Henrik Sedin",4600,"Pit@Van 10:00PM ET",2.083,"Van"
"C","Brandon Sutter",4400,"Pit@Van 10:00PM ET",3.000,"Van"
"RW","Jakob Silfverberg",4400,"Fla@Anh 10:30PM ET",1.791,"Anh"
"D","Hampus Lindholm",4400,"Fla@Anh 10:30PM ET",2.818,"Anh"
"D","Dion Phaneuf",4300,"Wpg@Tor 07:00PM ET",2.727,"Tor"
"RW","Troy Brouwer",4300,"StL@Chi 08:00PM ET",2.625,"StL"
"LW","David Perron",4300,"Pit@Van 10:00PM ET",1.818,"Pit"
"RW","Drew Stafford",4200,"Wpg@Tor 07:00PM ET",2.667,"Wpg"
"C","Artem Anisimov",4200,"StL@Chi 08:00PM ET",2.750,"Chi"
"D","Morgan Rielly",4200,"Wpg@Tor 07:00PM ET",3.500,"Tor"
"D","Brian Campbell",4100,"Fla@Anh 10:30PM ET",2.591,"Fla"
"D","Tyler Myers",4100,"Wpg@Tor 07:00PM ET",2.208,"Wpg"
"C","Tyler Bozak",4100,"Wpg@Tor 07:00PM ET",1.929,"Tor"
"C","Brandon Pirri",4100,"Fla@Anh 10:30PM ET",2.318,"Fla"
"C","Andrew Cogliano",4000,"Fla@Anh 10:30PM ET",1.364,"Anh"
"C","Jori Lehtera",4000,"StL@Chi 08:00PM ET",2.458,"StL"
"LW","Joffrey Lupul",3900,"Wpg@Tor 07:00PM ET",3.182,"Tor"
"RW","Alexandre Burrows",3900,"Pit@Van 10:00PM ET",2.392,"Van"
"C","Mathieu Perreault",3900,"Wpg@Tor 07:00PM ET",2.083,"Wpg"
"D","Jacob Trouba",3900,"Wpg@Tor 07:00PM ET",1.875,"Wpg"
"LW","Teuvo Teravainen",3900,"StL@Chi 08:00PM ET",2.000,"Chi"
"RW","Eric Fehr",3800,"Pit@Van 10:00PM ET",6.500,"Pit"
"C","Dave Bolland",3800,"Fla@Anh 10:30PM ET",1.727,"Fla"
"D","Kevin Bieksa",3800,"Fla@Anh 10:30PM ET",1.955,"Anh"
"LW","Patrick Maroon",3800,"Fla@Anh 10:30PM ET",0.727,"Anh"
"D","Cam Fowler",3800,"Fla@Anh 10:30PM ET",1.955,"Anh"
"LW","Carl Hagelin",3800,"Fla@Anh 10:30PM ET",1.409,"Anh"
"C","Vincent Trocheck",3800,"Fla@Anh 10:30PM ET",3.045,"Fla"
"RW","Reilly Smith",3800,"Fla@Anh 10:30PM ET",2.864,"Fla"
"D","Dmitry Kulikov",3700,"Fla@Anh 10:30PM ET",2.136,"Fla"
"D","Colton Parayko",3700,"StL@Chi 08:00PM ET",3.708,"StL"
"C","Marko Dano",3700,"StL@Chi 08:00PM ET",1.000,"Chi"
"C","Nick Bonino",3600,"Pit@Van 10:00PM ET",1.909,"Pit"
"RW","Brad Boyes",3500,"Wpg@Tor 07:00PM ET",1.818,"Tor"
"RW","Michael Grabner",3500,"Wpg@Tor 07:00PM ET",1.250,"Tor"
"D","Christopher Tanev",3500,"Pit@Van 10:00PM ET",2.458,"Van"
"D","Olli Maatta",3500,"Pit@Van 10:00PM ET",1.773,"Pit"
"C","Shawn Horcoff",3400,"Fla@Anh 10:30PM ET",1.250,"Anh"
"D","Trevor Daley",3400,"StL@Chi 08:00PM ET",1.542,"Chi"
"D","Clayton Stoner",3400,"Fla@Anh 10:30PM ET",1.000,"Anh"
"C","Leo Komarov",3300,"Wpg@Tor 07:00PM ET",2.182,"Tor"
"C","Bo Horvat",3300,"Pit@Van 10:00PM ET",1.958,"Van"
"C","Derek MacKenzie",3200,"Fla@Anh 10:30PM ET",1.727,"Fla"
"RW","Pierre-Alexandre Parenteau",3200,"Wpg@Tor 07:00PM ET",1.082,"Tor"
"RW","Jannik Hansen",3200,"Pit@Van 10:00PM ET",2.125,"Van"
"C","Shawn Matthias",3200,"Wpg@Tor 07:00PM ET",1.750,"Tor"
"C","Matt Cullen",3100,"Pit@Van 10:00PM ET",1.727,"Pit"
"LW","Daniel Winnik",3100,"Wpg@Tor 07:00PM ET",2.500,"Tor"
"D","Toby Enstrom",3100,"Wpg@Tor 07:00PM ET",1.042,"Wpg"
"D","Viktor Svedberg",3100,"StL@Chi 08:00PM ET",2.000,"Chi"
"D","Ian Cole",3000,"Pit@Van 10:00PM ET",1.864,"Pit"
"D","Jake Gardiner",3000,"Wpg@Tor 07:00PM ET",1.500,"Tor"
"RW","Ryan Garbutt",3000,"StL@Chi 08:00PM ET",1.636,"Chi"
"C","Rickard Rakell",3000,"Fla@Anh 10:30PM ET",2.000,"Anh"
"RW","Dmitrij Jaskin",3000,"StL@Chi 08:00PM ET",1.250,"StL"
"C","Adam Lowry",3000,"Wpg@Tor 07:00PM ET",1.750,"Wpg"
"D","Trevor van Riemsdyk",3000,"StL@Chi 08:00PM ET",1.917,"Chi"
"D","Willie Mitchell",2900,"Fla@Anh 10:30PM ET",1.727,"Fla"
"D","Jay Bouwmeester",2900,"StL@Chi 08:00PM ET",1.917,"StL"
"D","Niklas Hjalmarsson",2900,"StL@Chi 08:00PM ET",1.875,"Chi"
"C","Peter Holland",2900,"Wpg@Tor 07:00PM ET",1.200,"Tor"
"RW","Andrew Shaw",2900,"StL@Chi 08:00PM ET",0.875,"Chi"
"D","Brian Dumoulin",2900,"Pit@Van 10:00PM ET",1.273,"Pit"
"D","Ben Hutton",2900,"Pit@Van 10:00PM ET",2.292,"Van"
"C","Kyle Brodziak",2800,"StL@Chi 08:00PM ET",1.208,"StL"
"D","Yannick Weber",2800,"Pit@Van 10:00PM ET",1.063,"Van"
"C","Jared McCann",2800,"Pit@Van 10:00PM ET",2.273,"Van"
"C","Mike Santorelli",2700,"Fla@Anh 10:30PM ET",1.500,"Anh"
"D","Ben Lovejoy",2700,"Pit@Van 10:00PM ET",1.727,"Pit"
"D","Erik Gudbranson",2700,"Fla@Anh 10:30PM ET",1.545,"Fla"
"C","Alex Burmistrov",2700,"Wpg@Tor 07:00PM ET",1.500,"Wpg"
"RW","Jake Virtanen",2700,"Pit@Van 10:00PM ET",1.778,"Van"
"RW","Scottie Upshall",2600,"StL@Chi 08:00PM ET",1.778,"StL"
"C","Steve Ott",2600,"StL@Chi 08:00PM ET",1.083,"StL"
"D","Dan Hamhuis",2600,"Pit@Van 10:00PM ET",1.450,"Van"
"D","Rob Scuderi",2600,"Pit@Van 10:00PM ET",1.500,"Pit"
"RW","Chris Thorburn",2600,"Wpg@Tor 07:00PM ET",0.917,"Wpg"
"RW","Adam Cracknell",2600,"Pit@Van 10:00PM ET",1.455,"Van"
"RW","Derek Dorsett",2600,"Pit@Van 10:00PM ET",1.958,"Van"
"D","Matt Hunwick",2600,"Wpg@Tor 07:00PM ET",1.636,"Tor"
"D","Carl Gunnarsson",2600,"StL@Chi 08:00PM ET",1.958,"StL"
"D","Robert Bortuzzo",2600,"StL@Chi 08:00PM ET",1.600,"StL"
"D","Matt Bartkowski",2600,"Pit@Van 10:00PM ET",1.409,"Van"
"D","Korbinian Holzer",2600,"Fla@Anh 10:30PM ET",1.000,"Anh"
"RW","Beau Bennett",2600,"Pit@Van 10:00PM ET",2.214,"Pit"
"C","Quinton Howden",2600,"Fla@Anh 10:30PM ET",1.273,"Fla"
"D","Alex Petrovic",2600,"Fla@Anh 10:30PM ET",1.364,"Fla"
"C","Byron Froese",2600,"Wpg@Tor 07:00PM ET",1.200,"Tor"
"LW","Sven Baertschi",2600,"Pit@Van 10:00PM ET",1.750,"Van"
"RW","Ty Rattie",2600,"StL@Chi 08:00PM ET",1.500,"StL"
"D","Erik Gustafsson",2600,"StL@Chi 08:00PM ET",1.167,"Chi"
"RW","Tanner Kero",2600,"StL@Chi 08:00PM ET",1.667,"Chi"
"LW","Sergei Plotnikov",2600,"Pit@Van 10:00PM ET",0.650,"Pit"
"C","Scott Gomez",2500,"StL@Chi 08:00PM ET",1.250,"StL"
"D","Michal Rozsival",2500,"StL@Chi 08:00PM ET",0,"Chi"
"RW","Tim Jackman",2500,"Fla@Anh 10:30PM ET",0.167,"Anh"
"LW","Shawn Thornton",2500,"Fla@Anh 10:30PM ET",0.400,"Fla"
"D","Mark Stuart",2500,"Wpg@Tor 07:00PM ET",1.583,"Wpg"
"D","Roman Polak",2500,"Wpg@Tor 07:00PM ET",1.200,"Tor"
"D","Adam Pardy",2500,"Wpg@Tor 07:00PM ET",0.375,"Wpg"
"D","Kyle Cumiskey",2500,"StL@Chi 08:00PM ET",0,"Chi"
"LW","Rich Clune",2500,"Wpg@Tor 07:00PM ET",0.333,"Tor"
"RW","Ryan Reaves",2500,"StL@Chi 08:00PM ET",0.273,"StL"
"D","Chris Butler",2500,"StL@Chi 08:00PM ET",0.000,"StL"
"RW","Viktor Tikhonov",2500,"StL@Chi 08:00PM ET",0.545,"Chi"
"C","Nick Spaling",2500,"Wpg@Tor 07:00PM ET",0.944,"Tor"
"RW","Anthony Peluso",2500,"Wpg@Tor 07:00PM ET",0.375,"Wpg"
"D","Paul Postma",2500,"Wpg@Tor 07:00PM ET",0.000,"Wpg"
"LW","Andrew Desjardins",2500,"StL@Chi 08:00PM ET",0.833,"Chi"
"D","David Rundblad",2500,"StL@Chi 08:00PM ET",0.563,"Chi"
"D","Steven Kampfer",2500,"Fla@Anh 10:30PM ET",0.100,"Fla"
"D","Alex Biega",2500,"Pit@Van 10:00PM ET",0.000,"Van"
"D","Ben Chiarot",2500,"Wpg@Tor 07:00PM ET",0.864,"Wpg"
"C","Marcus Kruger",2500,"StL@Chi 08:00PM ET",0.750,"Chi"
"D","Martin Marincin",2500,"Wpg@Tor 07:00PM ET",0.778,"Tor"
"C","Connor Brickley",2500,"Fla@Anh 10:30PM ET",1.000,"Fla"
"C","Chris Wagner",2500,"Fla@Anh 10:30PM ET",1.200,"Anh"
"LW","Garrett Wilson",2500,"Fla@Anh 10:30PM ET",0,"Fla"
"C","Rocco Grimaldi",2500,"Fla@Anh 10:30PM ET",0.500,"Fla"
"D","Adam Clendening",2500,"Pit@Van 10:00PM ET",0.000,"Pit"
"D","Joel Edmundson",2500,"StL@Chi 08:00PM ET",1.125,"StL"
"RW","Logan Shaw",2500,"Fla@Anh 10:30PM ET",0.500,"Fla"
"C","Brendan Gaunce",2500,"Pit@Van 10:00PM ET",1.333,"Van"
"RW","Ryan Hartman",2500,"StL@Chi 08:00PM ET",1.250,"Chi"
"LW","Nic Petan",2500,"Wpg@Tor 07:00PM ET",0.458,"Wpg"
"C","Andrew Copp",2500,"Wpg@Tor 07:00PM ET",0.917,"Wpg"
"C","Robby Fabbri",2500,"StL@Chi 08:00PM ET",1.250,"StL"
"C","Casey Bailey",2500,"Wpg@Tor 07:00PM ET",0.000,"Tor"
"RW","Daniel Sprong",2500,"Pit@Van 10:00PM ET",0.950,"Pit"
