Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev
RW,Joonas Donskoi,2800,SJ@NJ 07:00PM ET,1.833,SJ
C,Markus Granlund,2800,Cgy@Wpg 08:00PM ET,0,Cgy
D,Ryan Murray,2800,Tor@Cls 07:00PM ET,1.25,Cls
D,Fedor Tyutin,2700,Tor@Cls 07:00PM ET,1.375,Cls
D,Nate Guenin,2700,Col@Anh 10:00PM ET,1.5,Col
D,Kyle Quincey,2700,Car@Det 07:30PM ET,3.167,Det
RW,Adam Cracknell,2700,StL@Van 10:00PM ET,2.875,Van
D,Chris Butler,2700,StL@Van 10:00PM ET,0,StL
D,Simon Despres,2700,Col@Anh 10:00PM ET,2.167,Anh
D,Nate Prosser,2700,Min@LA 10:30PM ET,0.167,Min
C,Chris Tierney,2700,SJ@NJ 07:00PM ET,3,SJ
LW,Jiri Sekac,2700,Col@Anh 10:00PM ET,1.167,Anh
D,Jakub Kindl,2600,Car@Det 07:30PM ET,1.333,Det
RW,Mike Brown,2600,SJ@NJ 07:00PM ET,1.833,SJ
RW,Derek Dorsett,2600,StL@Van 10:00PM ET,1.75,Van
C,Riley Nash,2600,Car@Det 07:30PM ET,0.75,Car
D,Carl Gunnarsson,2600,StL@Van 10:00PM ET,1.25,StL
D,Brandon Gormley,2600,Col@Anh 10:00PM ET,0,Col
D,Joel Edmundson,2600,StL@Van 10:00PM ET,0.875,StL
C,Mikhail Grigorenko,2600,Col@Anh 10:00PM ET,0,Col
D,Colton Parayko,2600,StL@Van 10:00PM ET,3.125,StL
D,Ben Hutton,2600,StL@Van 10:00PM ET,2,Van
RW,Borna Rendulic,2600,Col@Anh 10:00PM ET,0.667,Col
D,Brad Stuart,2500,Col@Anh 10:00PM ET,0,Col
D,Ron Hainsey,2500,Car@Det 07:30PM ET,1.167,Car
RW,Jordin Tootoo,2500,SJ@NJ 07:00PM ET,1,NJ
C,Steve Ott,2500,StL@Van 10:00PM ET,0.75,StL
C,Jay McClement,2500,Car@Det 07:30PM ET,0.167,Car
LW,Tuomo Ruutu,2500,SJ@NJ 07:00PM ET,0.75,NJ
D,Matt Greene,2500,Min@LA 10:30PM ET,0.667,LA
C,Gregory Campbell,2500,Tor@Cls 07:00PM ET,0.25,Cls
C,Matt Stajan,2500,Cgy@Wpg 08:00PM ET,0.667,Cgy
D,Mark Stuart,2500,Cgy@Wpg 08:00PM ET,2,Wpg
RW,Chris Thorburn,2500,Cgy@Wpg 08:00PM ET,1.375,Wpg
D,Deryk Engelland,2500,Cgy@Wpg 08:00PM ET,1.167,Cgy
LW,Brandon Prust,2500,StL@Van 10:00PM ET,2.125,Van
RW,Jack Skille,2500,Col@Anh 10:00PM ET,1.833,Col
LW,Drew Miller,2500,Car@Det 07:30PM ET,1.333,Det
D,Jonathan Ericsson,2500,Car@Det 07:30PM ET,0.667,Det
D,Roman Polak,2500,Tor@Cls 07:00PM ET,1,Tor
D,Adam Pardy,2500,Cgy@Wpg 08:00PM ET,0.5,Wpg
LW,Cody McLeod,2500,Col@Anh 10:00PM ET,1.333,Col
RW,Jared Boll,2500,Tor@Cls 07:00PM ET,0.5,Cls
RW,Ryan Reaves,2500,StL@Van 10:00PM ET,0.5,StL
D,Brendan Smith,2500,Car@Det 07:30PM ET,0.667,Det
D,Matt Hunwick,2500,Tor@Cls 07:00PM ET,1,Tor
C,Mike Santorelli,2500,Col@Anh 10:00PM ET,1.167,Anh
LW,Chris Porter,2500,Min@LA 10:30PM ET,0,Min
C,Stephen Gionta,2500,SJ@NJ 07:00PM ET,0.833,NJ
D,Luca Sbisa,2500,StL@Van 10:00PM ET,1.25,Van
RW,Anthony Peluso,2500,Cgy@Wpg 08:00PM ET,0,Wpg
D,Paul Postma,2500,Cgy@Wpg 08:00PM ET,0,Wpg
C,Joakim Andersson,2500,Car@Det 07:30PM ET,0,Det
C,Jacob Josefson,2500,SJ@NJ 07:00PM ET,1.833,NJ
D,John Moore,2500,SJ@NJ 07:00PM ET,0.667,NJ
D,Robert Bortuzzo,2500,StL@Van 10:00PM ET,1.75,StL
LW,Kyle Clifford,2500,Min@LA 10:30PM ET,0.167,LA
LW,Brandon Bollig,2500,Cgy@Wpg 08:00PM ET,1,Cgy
D,Michal Jordan,2500,Car@Det 07:30PM ET,0.5,Car
RW,Ben Smith,2500,SJ@NJ 07:00PM ET,0,SJ
D,Matt Bartkowski,2500,StL@Van 10:00PM ET,1.25,Van
D,Cody Goloubef,2500,Tor@Cls 07:00PM ET,0,Cls
C,Landon Ferraro,2500,Car@Det 07:30PM ET,0.667,Det
D,Ben Chiarot,2500,Cgy@Wpg 08:00PM ET,1.833,Wpg
C,Jordan Nolan,2500,Min@LA 10:30PM ET,0.333,LA
D,Derek Forbort,2500,Min@LA 10:30PM ET,0,LA
D,Jon Merrill,2500,SJ@NJ 07:00PM ET,0.667,NJ
D,Martin Marincin,2500,Tor@Cls 07:00PM ET,1.167,Tor
C,Jordan Weal,2500,Min@LA 10:30PM ET,0,LA
LW,Joakim Nordstrom,2500,Car@Det 07:30PM ET,0.667,Car
RW,Chris Wagner,2500,Col@Anh 10:00PM ET,0,Anh
LW,Micheal Ferland,2500,Cgy@Wpg 08:00PM ET,0.833,Cgy
D,Dalton Prout,2500,Tor@Cls 07:00PM ET,1,Cls
D,Brayden McNabb,2500,Min@LA 10:30PM ET,1.25,LA
D,Brenden Dillon,2500,SJ@NJ 07:00PM ET,0.833,SJ
C,Brad Malone,2500,Car@Det 07:30PM ET,1.25,Car
LW,Sven Baertschi,2500,StL@Van 10:00PM ET,1.75,Van
D,Scott Harrington,2500,Tor@Cls 07:00PM ET,1,Tor
RW,Tomas Jurco,2500,Car@Det 07:30PM ET,0.167,Det
C,William Karlsson,2500,Tor@Cls 07:00PM ET,1.5,Cls
LW,Andy Andreoff,2500,Min@LA 10:30PM ET,0,LA
C,Nick Shore,2500,Min@LA 10:30PM ET,1.5,LA
LW,Reid Boucher,2500,SJ@NJ 07:00PM ET,0,NJ
D,Frank Corrado,2500,Tor@Cls 07:00PM ET,0,Tor
D,Dylan DeMelo,2500,SJ@NJ 07:00PM ET,0,SJ
D,Alexey Marchenko,2500,Car@Det 07:30PM ET,0,Det
C,Brian O'Neill,2500,SJ@NJ 07:00PM ET,0.5,NJ
D,Matt Tennyson,2500,SJ@NJ 07:00PM ET,0.667,SJ
C,Luke Glendening,2500,Car@Det 07:30PM ET,1,Det
D,Brett Kulak,2500,Cgy@Wpg 08:00PM ET,0.667,Cgy
C,Erik Haula,2500,Min@LA 10:30PM ET,0.167,Min
D,Nikita Zadorov,2500,Col@Anh 10:00PM ET,1.5,Col
C,Nic Petan,2500,Cgy@Wpg 08:00PM ET,1.125,Wpg
C,Andrew Copp,2500,Cgy@Wpg 08:00PM ET,0.625,Wpg
RW,Barclay Goodrow,2500,SJ@NJ 07:00PM ET,1.667,SJ
D,Christian Folin,2500,Min@LA 10:30PM ET,0.75,Min
RW,Jake Virtanen,2500,StL@Van 10:00PM ET,1,Van
C,Jared McCann,2500,StL@Van 10:00PM ET,1.667,Van
RW,Sergey Kalinin,2500,SJ@NJ 07:00PM ET,0.167,NJ
RW,Mikko Rantanen,2500,Col@Anh 10:00PM ET,0.833,Col
