"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"LW","Alex Ovechkin",9400,"Bos@Was 07:00PM ET",5.650,"Was"
"G","Carey Price",8200,"NYI@Mon 07:30PM ET",6.667,"Mon"
"C","John Tavares",8200,"NYI@Mon 07:30PM ET",4.400,"NYI"
"G","Pekka Rinne",8100,"Nsh@Min 08:00PM ET",5.489,"Nsh"
"LW","Zach Parise",8000,"Nsh@Min 08:00PM ET",4.409,"Min"
"G","Braden Holtby",7900,"Bos@Was 07:00PM ET",4.222,"Was"
"LW","Max Pacioretty",7700,"NYI@Mon 07:30PM ET",4.107,"Mon"
"G","Andrei Vasilevskiy",7700,"TB@Buf 07:00PM ET",6.400,"TB"
"G","Roberto Luongo",7500,"Fla@SJ 10:30PM ET",5.289,"Fla"
"C","Steven Stamkos",7500,"TB@Buf 07:00PM ET",3.036,"TB"
"C","Joe Pavelski",7400,"Fla@SJ 10:30PM ET",5.142,"SJ"
"G","Jonathan Quick",7400,"Cls@LA 10:30PM ET",4.860,"LA"
"G","Ben Bishop",7400,"TB@Buf 07:00PM ET",4.067,"TB"
"G","Mike Condon",7400,"NYI@Mon 07:30PM ET",5.880,"Mon"
"C","Nathan MacKinnon",7400,"Col@Ari 09:00PM ET",4.958,"Col"
"G","Tuukka Rask",7300,"Bos@Was 07:00PM ET",2.825,"Bos"
"G","Martin Jones",7300,"Fla@SJ 10:30PM ET",5.120,"SJ"
"RW","Blake Wheeler",7200,"Wpg@Ott 07:30PM ET",4.885,"Wpg"
"G","Jaroslav Halak",7200,"NYI@Mon 07:30PM ET",5.900,"NYI"
"G","Craig Anderson",7100,"Wpg@Ott 07:30PM ET",4.822,"Ott"
"G","Devan Dubnyk",7100,"Nsh@Min 08:00PM ET",4.200,"Min"
"LW","Gabriel Landeskog",7100,"Col@Ari 09:00PM ET",4.333,"Col"
"G","Semyon Varlamov",7000,"Col@Ari 09:00PM ET",2.911,"Col"
"G","Jhonas Enroth",7000,"Cls@LA 10:30PM ET",9.800,"LA"
"G","Andrew Hammond",7000,"Wpg@Ott 07:30PM ET",4.700,"Ott"
"G","Carter Hutton",6900,"Nsh@Min 08:00PM ET",4.200,"Nsh"
"G","Philipp Grubauer",6900,"Bos@Was 07:00PM ET",5.000,"Was"
"G","Thomas Greiss",6800,"NYI@Mon 07:30PM ET",5.400,"NYI"
"G","Steve Mason",6800,"Phi@Cgy 09:00PM ET",3.150,"Phi"
"D","Erik Karlsson",6800,"Wpg@Ott 07:30PM ET",3.917,"Ott"
"G","Sergei Bobrovsky",6800,"Cls@LA 10:30PM ET",2.273,"Cls"
"G","Al Montoya",6700,"Fla@SJ 10:30PM ET",5.667,"Fla"
"C","Claude Giroux",6700,"Phi@Cgy 09:00PM ET",2.808,"Phi"
"G","Dustin Tokarski",6700,"NYI@Mon 07:30PM ET",0,"Mon"
"G","Darcy Kuemper",6700,"Nsh@Min 08:00PM ET",1.267,"Min"
"G","Curtis McElhinney",6600,"Cls@LA 10:30PM ET",1.900,"Cls"
"G","Karri Ramo",6600,"Phi@Cgy 09:00PM ET",2.000,"Cgy"
"C","Nicklas Backstrom",6600,"Bos@Was 07:00PM ET",4.188,"Was"
"G","Michael Hutchinson",6600,"Wpg@Ott 07:30PM ET",5.640,"Wpg"
"D","Brent Burns",6500,"Fla@SJ 10:30PM ET",4.767,"SJ"
"G","Ondrej Pavelec",6500,"Wpg@Ott 07:30PM ET",3.880,"Wpg"
"G","Jonas Hiller",6500,"Phi@Cgy 09:00PM ET",1.657,"Cgy"
"G","Michal Neuvirth",6500,"Phi@Cgy 09:00PM ET",5.767,"Phi"
"G","Jonas Gustavsson",6500,"Bos@Was 07:00PM ET",5.267,"Bos"
"C","Kyle Turris",6400,"Wpg@Ott 07:30PM ET",4.558,"Ott"
"RW","Jakub Voracek",6400,"Phi@Cgy 09:00PM ET",3.042,"Phi"
"G","Alex Stalock",6400,"Fla@SJ 10:30PM ET",1.000,"SJ"
"G","Reto Berra",6400,"Col@Ari 09:00PM ET",4.850,"Col"
"RW","James Neal",6300,"Nsh@Min 08:00PM ET",4.700,"Nsh"
"D","John Carlson",6300,"Bos@Was 07:00PM ET",3.818,"Was"
"G","Chad Johnson",6200,"TB@Buf 07:00PM ET",2.444,"Buf"
"G","Joni Ortio",6200,"Phi@Cgy 09:00PM ET",0.800,"Cgy"
"G","Mike Smith",6100,"Col@Ari 09:00PM ET",3.660,"Ari"
"D","Mark Giordano",6100,"Phi@Cgy 09:00PM ET",3.654,"Cgy"
"G","Niklas Backstrom",6100,"Nsh@Min 08:00PM ET",0.000,"Min"
"D","Roman Josi",6100,"Nsh@Min 08:00PM ET",4.500,"Nsh"
"LW","Johnny Gaudreau",6100,"Phi@Cgy 09:00PM ET",3.346,"Cgy"
"G","Linus Ullmark",6100,"TB@Buf 07:00PM ET",5.333,"Buf"
"LW","Patrick Marleau",6000,"Fla@SJ 10:30PM ET",3.250,"SJ"
"G","Jason LaBarbera",6000,"Phi@Cgy 09:00PM ET",0,"Phi"
"C","Tomas Plekanec",6000,"NYI@Mon 07:30PM ET",3.429,"Mon"
"C","Patrice Bergeron",6000,"Bos@Was 07:00PM ET",4.045,"Bos"
"RW","Kyle Okposo",6000,"NYI@Mon 07:30PM ET",2.885,"NYI"
"D","P.K. Subban",6000,"NYI@Mon 07:30PM ET",3.214,"Mon"
"G","Anders Lindback",6000,"Col@Ari 09:00PM ET",3.533,"Ari"
"G","Jean-Francois Berube",6000,"NYI@Mon 07:30PM ET",2.000,"NYI"
"RW","T.J. Oshie",5900,"Bos@Was 07:00PM ET",3.818,"Was"
"C","Jeff Carter",5800,"Cls@LA 10:30PM ET",3.875,"LA"
"D","Dustin Byfuglien",5800,"Wpg@Ott 07:30PM ET",3.308,"Wpg"
"C","David Krejci",5800,"Bos@Was 07:00PM ET",5.227,"Bos"
"RW","Jaromir Jagr",5700,"Fla@SJ 10:30PM ET",3.500,"Fla"
"C","Nick Bjugstad",5700,"Fla@SJ 10:30PM ET",3.083,"Fla"
"RW","Tyler Toffoli",5700,"Cls@LA 10:30PM ET",4.042,"LA"
"LW","Filip Forsberg",5700,"Nsh@Min 08:00PM ET",3.127,"Nsh"
"D","Drew Doughty",5600,"Cls@LA 10:30PM ET",3.375,"LA"
"C","Evgeny Kuznetsov",5600,"Bos@Was 07:00PM ET",4.091,"Was"
"C","Tyler Johnson",5600,"TB@Buf 07:00PM ET",2.393,"TB"
"LW","Brandon Saad",5600,"Cls@LA 10:30PM ET",2.692,"Cls"
"D","Torey Krug",5600,"Bos@Was 07:00PM ET",3.818,"Bos"
"RW","Jason Pominville",5500,"Nsh@Min 08:00PM ET",2.182,"Min"
"LW","Andrew Ladd",5500,"Wpg@Ott 07:30PM ET",3.077,"Wpg"
"C","Ryan Johansen",5500,"Cls@LA 10:30PM ET",2.955,"Cls"
"RW","Brendan Gallagher",5500,"NYI@Mon 07:30PM ET",3.607,"Mon"
"D","Ryan Suter",5400,"Nsh@Min 08:00PM ET",4.182,"Min"
"D","Shea Weber",5400,"Nsh@Min 08:00PM ET",3.500,"Nsh"
"RW","Wayne Simmonds",5400,"Phi@Cgy 09:00PM ET",2.125,"Phi"
"RW","Nikita Kucherov",5400,"TB@Buf 07:00PM ET",2.607,"TB"
"C","Sean Monahan",5400,"Phi@Cgy 09:00PM ET",2.308,"Cgy"
"RW","Jarome Iginla",5300,"Col@Ari 09:00PM ET",3.792,"Col"
"D","Johnny Boychuk",5300,"NYI@Mon 07:30PM ET",3.423,"NYI"
"C","Jussi Jokinen",5300,"Fla@SJ 10:30PM ET",3.000,"Fla"
"C","Anze Kopitar",5300,"Cls@LA 10:30PM ET",2.250,"LA"
"RW","Ryan Callahan",5300,"TB@Buf 07:00PM ET",2.393,"TB"
"LW","Nick Foligno",5300,"Cls@LA 10:30PM ET",2.308,"Cls"
"LW","Max Domi",5300,"Col@Ari 09:00PM ET",3.636,"Ari"
"LW","Scott Hartnell",5200,"Cls@LA 10:30PM ET",3.038,"Cls"
"C","Bryan Little",5200,"Wpg@Ott 07:30PM ET",3.885,"Wpg"
"C","Matt Duchene",5200,"Col@Ari 09:00PM ET",2.583,"Col"
"LW","Jonathan Huberdeau",5200,"Fla@SJ 10:30PM ET",1.875,"Fla"
"C","Joe Thornton",5100,"Fla@SJ 10:30PM ET",2.708,"SJ"
"RW","Loui Eriksson",5100,"Bos@Was 07:00PM ET",3.682,"Bos"
"RW","Bobby Ryan",5100,"Wpg@Ott 07:30PM ET",3.383,"Ott"
"D","Victor Hedman",5100,"TB@Buf 07:00PM ET",2.857,"TB"
"LW","Ryan O'Reilly",5100,"TB@Buf 07:00PM ET",3.958,"Buf"
"C","Jack Eichel",5100,"TB@Buf 07:00PM ET",2.875,"Buf"
"D","Andrei Markov",5000,"NYI@Mon 07:30PM ET",3.536,"Mon"
"RW","Marian Gaborik",5000,"Cls@LA 10:30PM ET",1.792,"LA"
"RW","Jiri Hudler",5000,"Phi@Cgy 09:00PM ET",3.115,"Cgy"
"LW","Thomas Vanek",5000,"Nsh@Min 08:00PM ET",3.227,"Min"
"C","Frans Nielsen",5000,"NYI@Mon 07:30PM ET",3.977,"NYI"
"LW","Brad Marchand",5000,"Bos@Was 07:00PM ET",4.100,"Bos"
"D","Oliver Ekman-Larsson",5000,"Col@Ari 09:00PM ET",3.318,"Ari"
"C","Anders Lee",5000,"NYI@Mon 07:30PM ET",2.962,"NYI"
"D","Zdeno Chara",4900,"Bos@Was 07:00PM ET",3.778,"Bos"
"D","Francois Beauchemin",4900,"Col@Ari 09:00PM ET",4.167,"Col"
"D","Mark Streit",4800,"Phi@Cgy 09:00PM ET",3.458,"Phi"
"RW","Michael Frolik",4800,"Phi@Cgy 09:00PM ET",3.654,"Cgy"
"C","Tyler Ennis",4800,"TB@Buf 07:00PM ET",2.600,"Buf"
"LW","Mike Hoffman",4800,"Wpg@Ott 07:30PM ET",4.588,"Ott"
"D","Tyson Barrie",4800,"Col@Ari 09:00PM ET",2.833,"Col"
"RW","Nikolaj Ehlers",4800,"Wpg@Ott 07:30PM ET",3.692,"Wpg"
"C","Mark Scheifele",4700,"Wpg@Ott 07:30PM ET",3.192,"Wpg"
"RW","Craig Smith",4700,"Nsh@Min 08:00PM ET",2.273,"Nsh"
"D","Aaron Ekblad",4700,"Fla@SJ 10:30PM ET",2.083,"Fla"
"D","Brooks Orpik",4600,"Bos@Was 07:00PM ET",1.909,"Was"
"D","Dennis Wideman",4600,"Phi@Cgy 09:00PM ET",2.154,"Cgy"
"D","Erik Johnson",4600,"Col@Ari 09:00PM ET",3.375,"Col"
"LW","Milan Lucic",4600,"Cls@LA 10:30PM ET",2.042,"LA"
"C","Marcus Johansson",4600,"Bos@Was 07:00PM ET",2.682,"Was"
"C","Alex Galchenyuk",4600,"NYI@Mon 07:30PM ET",2.464,"Mon"
"LW","Tomas Hertl",4600,"Fla@SJ 10:30PM ET",2.833,"SJ"
"C","Mikko Koivu",4500,"Nsh@Min 08:00PM ET",3.500,"Min"
"RW","Jimmy Hayes",4500,"Bos@Was 07:00PM ET",3.500,"Bos"
"RW","Cam Atkinson",4500,"Cls@LA 10:30PM ET",2.458,"Cls"
"C","Mika Zibanejad",4500,"Wpg@Ott 07:30PM ET",3.017,"Ott"
"D","Dougie Hamilton",4500,"Phi@Cgy 09:00PM ET",2.154,"Cgy"
"LW","Ondrej Palat",4500,"TB@Buf 07:00PM ET",2.321,"TB"
"C","Mike Fisher",4400,"Nsh@Min 08:00PM ET",1.682,"Nsh"
"RW","Justin Williams",4400,"Bos@Was 07:00PM ET",3.318,"Was"
"C","Brandon Dubinsky",4400,"Cls@LA 10:30PM ET",2.385,"Cls"
"D","Kris Russell",4400,"Phi@Cgy 09:00PM ET",2.615,"Cgy"
"RW","Joel Ward",4400,"Fla@SJ 10:30PM ET",3.667,"SJ"
"D","Anton Stralman",4400,"TB@Buf 07:00PM ET",2.071,"TB"
"D","Jake Muzzin",4400,"Cls@LA 10:30PM ET",3.083,"LA"
"D","Matt Niskanen",4300,"Bos@Was 07:00PM ET",2.500,"Was"
"D","Jason Garrison",4300,"TB@Buf 07:00PM ET",2.357,"TB"
"C","Mikael Granlund",4300,"Nsh@Min 08:00PM ET",2.273,"Min"
"C","Ryan Strome",4300,"NYI@Mon 07:30PM ET",2.091,"NYI"
"LW","Jonathan Drouin",4300,"TB@Buf 07:00PM ET",1.500,"TB"
"RW","David Pastrnak",4300,"Bos@Was 07:00PM ET",2.450,"Bos"
