"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"LW","Max Domi",5200,"Van@Ari 10:00PM ET",3.600,"Ari"
"RW","Jarome Iginla",5100,"Col@Car 07:00PM ET",3.222,"Col"
"LW","Scott Hartnell",5100,"Cls@Was 07:00PM ET",2.650,"Cls"
"D","Keith Yandle",5100,"Tor@NYR 07:00PM ET",2.550,"NYR"
"LW","Tomas Tatar",5100,"Ott@Det 07:30PM ET",2.389,"Det"
"C","Jack Eichel",5100,"Phi@Buf 07:00PM ET",2.800,"Buf"
"LW","Thomas Vanek",5000,"Chi@Min 08:00PM ET",3.333,"Min"
"C","Tyler Ennis",5000,"Phi@Buf 07:00PM ET",3.070,"Buf"
"C","Matt Duchene",5000,"Col@Car 07:00PM ET",1.778,"Col"
"C","Nazem Kadri",5000,"Tor@NYR 07:00PM ET",3.750,"Tor"
"LW","Chris Kreider",5000,"Tor@NYR 07:00PM ET",2.550,"NYR"
"LW","Ryan O'Reilly",5000,"Phi@Buf 07:00PM ET",3.750,"Buf"
"RW","Mats Zuccarello",5000,"Tor@NYR 07:00PM ET",3.000,"NYR"
"D","Zdeno Chara",4900,"Bos@Fla 07:30PM ET",3.417,"Bos"
"D","Francois Beauchemin",4900,"Col@Car 07:00PM ET",4.167,"Col"
"RW","Loui Eriksson",4900,"Bos@Fla 07:30PM ET",3.938,"Bos"
"D","Oliver Ekman-Larsson",4900,"Van@Ari 10:00PM ET",3.300,"Ari"
"LW","Mike Hoffman",4900,"Ott@Det 07:30PM ET",4.671,"Ott"
"D","Brooks Orpik",4800,"Cls@Was 07:00PM ET",2.188,"Was"
"D","Dennis Wideman",4800,"Mon@Cgy 09:00PM ET",2.600,"Cgy"
"C","Derick Brassard",4800,"Tor@NYR 07:00PM ET",2.150,"NYR"
"LW","Brad Marchand",4800,"Bos@Fla 07:30PM ET",3.571,"Bos"
"LW","Justin Abdelkader",4800,"Ott@Det 07:30PM ET",2.667,"Det"
"D","Aaron Ekblad",4800,"Bos@Fla 07:30PM ET",2.278,"Fla"
"D","Andrei Markov",4700,"Mon@Cgy 09:00PM ET",3.636,"Mon"
"D","Brent Seabrook",4700,"Chi@Min 08:00PM ET",3.500,"Chi"
"D","Mike Green",4700,"Ott@Det 07:30PM ET",1.786,"Det"
"D","Erik Johnson",4700,"Col@Car 07:00PM ET",3.222,"Col"
"D","Alexander Edler",4700,"Van@Ari 10:00PM ET",3.389,"Van"
"D","Tyson Barrie",4700,"Col@Car 07:00PM ET",2.083,"Col"
"RW","Cam Atkinson",4700,"Cls@Was 07:00PM ET",2.944,"Cls"
"LW","Artemi Panarin",4700,"Chi@Min 08:00PM ET",3.200,"Chi"
"D","Mark Streit",4600,"Phi@Buf 07:00PM ET",3.500,"Phi"
"C","Marcus Johansson",4600,"Cls@Was 07:00PM ET",2.688,"Was"
"C","Alex Galchenyuk",4600,"Mon@Cgy 09:00PM ET",2.682,"Mon"
"C","Henrik Sedin",4500,"Van@Ari 10:00PM ET",2.000,"Van"
"C","Mikko Koivu",4500,"Chi@Min 08:00PM ET",3.389,"Min"
"C","Brandon Dubinsky",4500,"Cls@Was 07:00PM ET",2.650,"Cls"
"D","Kris Russell",4500,"Mon@Cgy 09:00PM ET",2.800,"Cgy"
"RW","Michael Frolik",4500,"Mon@Cgy 09:00PM ET",2.750,"Cgy"
"D","Ryan McDonagh",4500,"Tor@NYR 07:00PM ET",1.600,"NYR"
"LW","Jeff Skinner",4500,"Col@Car 07:00PM ET",1.850,"Car"
"C","Mika Zibanejad",4500,"Ott@Det 07:30PM ET",3.244,"Ott"
"D","Dougie Hamilton",4500,"Mon@Cgy 09:00PM ET",2.350,"Cgy"
"RW","David Pastrnak",4500,"Bos@Fla 07:30PM ET",2.813,"Bos"
"RW","Justin Williams",4400,"Cls@Was 07:00PM ET",3.125,"Was"
"D","Dion Phaneuf",4400,"Tor@NYR 07:00PM ET",3.250,"Tor"
"D","Matt Niskanen",4400,"Cls@Was 07:00PM ET",3.000,"Was"
"C","Brandon Sutter",4400,"Van@Ari 10:00PM ET",3.250,"Van"
"RW","Jimmy Hayes",4400,"Bos@Fla 07:30PM ET",3.500,"Bos"
"C","Mikael Granlund",4400,"Chi@Min 08:00PM ET",2.389,"Min"
"C","Brayden Schenn",4300,"Phi@Buf 07:00PM ET",3.000,"Phi"
"D","Brian Campbell",4200,"Bos@Fla 07:30PM ET",2.833,"Fla"
"C","Brandon Pirri",4200,"Bos@Fla 07:30PM ET",2.167,"Fla"
"C","Victor Rask",4200,"Col@Car 07:00PM ET",2.450,"Car"
"LW","Alex Tanguay",4100,"Col@Car 07:00PM ET",1.944,"Col"
"D","Niklas Kronwall",4100,"Ott@Det 07:30PM ET",1.389,"Det"
"C","Martin Hanzal",4100,"Van@Ari 10:00PM ET",3.222,"Ari"
